step,metric_value,label,metric_name
67,0.6020618556701024,high gravy,GRAVY Score
68,0.539690721649484,high gravy,GRAVY Score
69,0.6407216494845352,high gravy,GRAVY Score
70,0.5237113402061848,high gravy,GRAVY Score
71,0.5538860103626936,high gravy,GRAVY Score
72,0.5968911917098441,high gravy,GRAVY Score
73,0.6036269430051807,high gravy,GRAVY Score
74,0.7632124352331604,high gravy,GRAVY Score
75,0.6244791666666661,high gravy,GRAVY Score
76,0.6374999999999994,high gravy,GRAVY Score
77,0.7177083333333328,high gravy,GRAVY Score
78,0.6505208333333327,high gravy,GRAVY Score
79,0.6999999999999997,high gravy,GRAVY Score
80,0.7218749999999998,high gravy,GRAVY Score
81,0.6781249999999993,high gravy,GRAVY Score
82,0.5614583333333328,high gravy,GRAVY Score
83,0.4333333333333331,high gravy,GRAVY Score
84,0.3651041666666664,high gravy,GRAVY Score
85,0.4296874999999996,high gravy,GRAVY Score
86,0.37916666666666615,high gravy,GRAVY Score
87,0.316145833333333,high gravy,GRAVY Score
88,0.15624999999999986,high gravy,GRAVY Score
89,0.3369791666666662,high gravy,GRAVY Score
90,0.5046874999999993,high gravy,GRAVY Score
91,0.4666666666666661,high gravy,GRAVY Score
92,0.46510416666666604,high gravy,GRAVY Score
93,0.5234374999999992,high gravy,GRAVY Score
94,0.5484374999999994,high gravy,GRAVY Score
95,0.5255208333333327,high gravy,GRAVY Score
96,0.3781249999999994,high gravy,GRAVY Score
97,0.38802083333333276,high gravy,GRAVY Score
98,0.48645833333333277,high gravy,GRAVY Score
99,0.46354166666666624,high gravy,GRAVY Score
100,0.516666666666666,high gravy,GRAVY Score
0,-0.6725000000000003,low gravy,GRAVY Score
1,-0.5315000000000001,low gravy,GRAVY Score
2,-0.419,low gravy,GRAVY Score
3,-0.4444999999999999,low gravy,GRAVY Score
4,-0.43399999999999994,low gravy,GRAVY Score
5,-0.32949999999999974,low gravy,GRAVY Score
6,-0.3344999999999998,low gravy,GRAVY Score
7,-0.47149999999999986,low gravy,GRAVY Score
8,-0.45849999999999985,low gravy,GRAVY Score
9,-0.43649999999999983,low gravy,GRAVY Score
10,-0.5214999999999999,low gravy,GRAVY Score
11,-0.5286432160804019,low gravy,GRAVY Score
12,-0.508040201005025,low gravy,GRAVY Score
13,-0.4798994974874371,low gravy,GRAVY Score
14,-0.5266331658291458,low gravy,GRAVY Score
15,-0.5467336683417087,low gravy,GRAVY Score
16,-0.3979899497487437,low gravy,GRAVY Score
17,-0.3060301507537691,low gravy,GRAVY Score
18,-0.2010050251256281,low gravy,GRAVY Score
19,-0.20804020100502513,low gravy,GRAVY Score
20,-0.1778894472361808,low gravy,GRAVY Score
21,-0.16884422110552758,low gravy,GRAVY Score
22,-0.2628140703517589,low gravy,GRAVY Score
23,-0.18693467336683414,low gravy,GRAVY Score
24,-0.10301507537688441,low gravy,GRAVY Score
25,-0.057286432160804014,low gravy,GRAVY Score
26,-0.021608040201005048,low gravy,GRAVY Score
27,0.03869346733668332,low gravy,GRAVY Score
28,-0.06683417085427135,low gravy,GRAVY Score
29,-0.2206030150753769,low gravy,GRAVY Score
30,-0.3261306532663316,low gravy,GRAVY Score
31,-0.5150753768844221,low gravy,GRAVY Score
32,-0.46130653266331656,low gravy,GRAVY Score
33,-0.3909547738693466,low gravy,GRAVY Score
34,-0.4693467336683417,low gravy,GRAVY Score
35,-0.5412060301507537,low gravy,GRAVY Score
36,-0.6884422110552764,low gravy,GRAVY Score
37,-0.4472361809045226,low gravy,GRAVY Score
38,-0.49045226130653286,low gravy,GRAVY Score
39,-0.32713567839195984,low gravy,GRAVY Score
40,-0.3462311557788944,low gravy,GRAVY Score
41,-0.3507537688442211,low gravy,GRAVY Score
42,-0.34824120603015074,low gravy,GRAVY Score
43,-0.277889447236181,low gravy,GRAVY Score
44,-0.2633165829145729,low gravy,GRAVY Score
45,-0.19648241206030148,low gravy,GRAVY Score
46,-0.23417085427135678,low gravy,GRAVY Score
47,-0.20904522613065327,low gravy,GRAVY Score
48,-0.03919597989949747,low gravy,GRAVY Score
49,0.14623115577889434,low gravy,GRAVY Score
50,0.1306532663316583,low gravy,GRAVY Score
51,0.22060301507537683,low gravy,GRAVY Score
52,0.15728643216080412,low gravy,GRAVY Score
53,0.2507537688442209,low gravy,GRAVY Score
54,0.24020100502512562,low gravy,GRAVY Score
55,0.24321608040201007,low gravy,GRAVY Score
56,0.23969849246231154,low gravy,GRAVY Score
57,0.22914572864321606,low gravy,GRAVY Score
58,0.10603015075376887,low gravy,GRAVY Score
59,0.08442211055276386,low gravy,GRAVY Score
60,0.061306532663316586,low gravy,GRAVY Score
61,0.048743718592964856,low gravy,GRAVY Score
62,0.15075376884422115,low gravy,GRAVY Score
63,-0.01859296482412055,low gravy,GRAVY Score
64,0.030150753768844265,low gravy,GRAVY Score
65,0.008542713567839175,low gravy,GRAVY Score
66,-0.10351758793969842,low gravy,GRAVY Score
