step,metric_value,label,metric_name
52,-1.2989999999999986,low gravy,GRAVY Score
53,-1.2984999999999989,low gravy,GRAVY Score
54,-1.1954999999999993,low gravy,GRAVY Score
55,-1.4439999999999986,low gravy,GRAVY Score
56,-1.4384999999999986,low gravy,GRAVY Score
57,-1.418499999999999,low gravy,GRAVY Score
58,-1.5219999999999978,low gravy,GRAVY Score
59,-1.5284999999999982,low gravy,GRAVY Score
60,-1.559999999999998,low gravy,GRAVY Score
61,-1.6794999999999987,low gravy,GRAVY Score
62,-1.8684999999999985,low gravy,GRAVY Score
63,-1.932999999999999,low gravy,GRAVY Score
64,-1.9639999999999993,low gravy,GRAVY Score
65,-1.9199999999999995,low gravy,GRAVY Score
66,-2.025,low gravy,GRAVY Score
67,-2.0304999999999986,low gravy,GRAVY Score
68,-2.069999999999999,low gravy,GRAVY Score
69,-2.1854999999999993,low gravy,GRAVY Score
70,-2.3504999999999994,low gravy,GRAVY Score
71,-2.4554999999999993,low gravy,GRAVY Score
72,-2.4964999999999993,low gravy,GRAVY Score
73,-2.5109999999999992,low gravy,GRAVY Score
74,-2.583999999999999,low gravy,GRAVY Score
75,-2.6214999999999993,low gravy,GRAVY Score
76,-2.648999999999999,low gravy,GRAVY Score
77,-2.6039999999999996,low gravy,GRAVY Score
78,-2.747,low gravy,GRAVY Score
79,-2.7633165829145727,low gravy,GRAVY Score
80,-2.7839195979899496,low gravy,GRAVY Score
81,-2.64924623115578,low gravy,GRAVY Score
82,-2.7517587939698487,low gravy,GRAVY Score
83,-2.6462311557788945,low gravy,GRAVY Score
84,-2.7467336683417094,low gravy,GRAVY Score
85,-2.8839195979899506,low gravy,GRAVY Score
86,-2.8532663316582925,low gravy,GRAVY Score
87,-2.9105527638190956,low gravy,GRAVY Score
88,-3.0195979899497485,low gravy,GRAVY Score
89,-2.889447236180904,low gravy,GRAVY Score
90,-2.9492462311557777,low gravy,GRAVY Score
91,-2.7618090452261295,low gravy,GRAVY Score
92,-2.7457286432160797,low gravy,GRAVY Score
93,-2.7522613065326618,low gravy,GRAVY Score
94,-2.6211055276381883,low gravy,GRAVY Score
95,-2.6306532663316564,low gravy,GRAVY Score
96,-2.5874371859296468,low gravy,GRAVY Score
97,-2.529145728643217,low gravy,GRAVY Score
98,-2.6417085427135656,low gravy,GRAVY Score
99,-2.7341708542713548,low gravy,GRAVY Score
100,-2.674874371859294,low gravy,GRAVY Score
0,50.60850000000001,low instability,Instability Index
1,55.3715,low instability,Instability Index
2,66.796,low instability,Instability Index
3,65.8715,low instability,Instability Index
4,68.90299999999999,low instability,Instability Index
5,63.21599999999999,low instability,Instability Index
6,65.63999999999997,low instability,Instability Index
7,63.67249999999999,low instability,Instability Index
8,55.409000000000006,low instability,Instability Index
9,48.77649999999999,low instability,Instability Index
10,46.08449999999999,low instability,Instability Index
11,48.90699999999998,low instability,Instability Index
12,43.666,low instability,Instability Index
13,33.15199999999997,low instability,Instability Index
14,27.663999999999977,low instability,Instability Index
15,26.933999999999987,low instability,Instability Index
16,31.57649999999998,low instability,Instability Index
17,27.287499999999984,low instability,Instability Index
18,21.42499999999999,low instability,Instability Index
19,21.529499999999988,low instability,Instability Index
20,19.06599999999999,low instability,Instability Index
21,17.724999999999987,low instability,Instability Index
22,18.773499999999988,low instability,Instability Index
23,17.90349999999999,low instability,Instability Index
24,12.294999999999987,low instability,Instability Index
25,12.474999999999987,low instability,Instability Index
26,6.968500000000002,low instability,Instability Index
27,4.6880000000000015,low instability,Instability Index
